ticket_id,prioridad_num,usuarios_afectados,nivel_soporte_final,tickets_abiertos_tecnico,num_reasignaciones,tiempo_primera_respuesta_min,tiempo_resolucion_horas,num_reaperturas,costo_resolucion_usd,sla_cumplido,satisfaccion_cliente,canal_ingreso_Chat,canal_ingreso_Correo Electrónico,canal_ingreso_Desconocido,canal_ingreso_Llamada Telefónica,canal_ingreso_Portal Web,canal_ingreso_Presencial,departamento_solicitante_Atención al Cliente,departamento_solicitante_Finanzas,departamento_solicitante_Legal,departamento_solicitante_Marketing,departamento_solicitante_Operaciones,departamento_solicitante_Recursos Humanos,departamento_solicitante_TI,departamento_solicitante_Ventas,ubicacion_usuario_Desconocido,ubicacion_usuario_Remoto,ubicacion_usuario_Sede Central,ubicacion_usuario_Sucursal Norte,ubicacion_usuario_Sucursal Sur,categoria_Accesos y Contraseñas,categoria_Correo y Office 365,categoria_ERP,categoria_Hardware,categoria_Impresoras,categoria_Redes,categoria_Seguridad,categoria_Software,tecnico_asignado_Ana Torres,tecnico_asignado_Andrés Gómez,tecnico_asignado_Carlos Ruiz,tecnico_asignado_Elena Díaz,tecnico_asignado_Jorge Soto,tecnico_asignado_Luis Pérez,tecnico_asignado_María López,tecnico_asignado_Sofía Vargas
TK-002690,-0.1472697550104794,0.19339005723519906,0.6178575850541936,-0.5720336811720539,-0.6111166194092976,-0.5872873438163748,0.32847531220283566,-0.38584411672216956,0.15137044288131538,0.5883850724596785,-1.3883001175046548,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TK-002691,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,2.0975024640606983,-0.6111166194092976,0.5950466966968947,-0.7270648801166464,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
TK-002692,-0.1472697550104794,-0.1369509809188924,-0.7628297558490323,0.249362055822639,-0.6111166194092976,0.06779382648991059,-0.8279184595740073,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002693,-0.1472697550104794,-0.1369509809188924,1.9985449259574197,-0.9827315496694004,-0.6111166194092976,0.42888961183112506,1.120697743342352,-0.38584411672216956,1.1740060923872515,-1.6995672507795123,-0.2370596082063437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TK-002694,-0.1472697550104794,-0.6025405242859445,1.9985449259574197,-1.8041272866640932,-0.6111166194092976,-0.12165118483145192,0.042957976783914234,-0.38584411672216956,-0.22513718902294239,0.5883850724596785,0.9141809010919673,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
TK-002695,1.9717195257158426,0.19339005723519906,-0.7628297558490323,0.249362055822639,-0.6111166194092976,-2.4180349286493272,-0.695600673204569,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002696,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.5720336811720539,-0.6111166194092976,2.325559476072087,-0.7672101319885594,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002697,0.9122248853526816,-0.1369509809188924,-0.7628297558490323,-1.3934294181667468,-0.6111166194092976,-0.9880292321668152,0.5335342811440873,-0.38584411672216956,0.0294676545261205,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-002698,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.044013121573965794,-0.6111166194092976,1.024458556469857,-1.039447904352786,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TK-002699,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.7773826154207271,-0.6111166194092976,1.4102849393495676,-0.8555163397736233,-0.38584411672216956,-1.0452963862377176,0.5883850724596785,2.0654214103902784,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TK-002700,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.5720336811720539,-0.6111166194092976,1.4020219141962458,-0.9310789306122349,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-002701,0.9122248853526816,-0.1369509809188924,-0.7628297558490323,2.918898201055391,1.312902646735677,-0.2774833801648045,1.0647910401342084,-0.38584411672216956,0.5414050138307709,-1.6995672507795123,0.9141809010919673,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-002702,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,0.6600599243199855,0.3508930136631898,-0.62937410157414,-0.7697739006369878,-0.38584411672216956,-0.8038120149110111,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002703,-1.2067643953736404,-0.1369509809188924,-0.7628297558490323,0.044013121573965794,-0.6111166194092976,1.007456841675765,-0.47630178413172514,1.0108766677924714,-0.5171430258123326,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002704,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.044013121573965794,-0.6111166194092976,1.5454249184164137,-0.9131243491567146,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-1.3883001175046548,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002705,0.9122248853526816,0.4496224730068912,1.9985449259574197,-0.9827315496694004,1.312902646735677,-1.4860130061862389,2.6626493536695475,5.201039021336394,3.007004170517626,-1.6995672507795123,-2.5395406268029657,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TK-002706,-0.1472697550104794,0.19339005723519906,0.6178575850541936,-0.5720336811720539,-0.6111166194092976,0.5130528404740605,0.6119360805702986,-0.38584411672216956,0.6682218722058485,0.5883850724596785,2.0654214103902784,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TK-002707,-1.2067643953736404,-0.1369509809188924,-0.7628297558490323,0.6600599243199855,-0.6111166194092976,1.9284222995776743,-0.07476298251845795,-0.38584411672216956,-0.9262613405974275,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TK-002708,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-1.8041272866640932,0.3508930136631898,0.010413755181063607,1.157524599933287,-0.38584411672216956,0.6718605862101765,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TK-002709,-1.2067643953736404,-0.6025405242859445,1.9985449259574197,-1.1880804839180736,0.3508930136631898,1.1185793515606386,0.9342713695340861,1.0108766677924714,1.8003215878302503,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TK-002710,1.9717195257158426,2.5070731794162304,1.9985449259574197,-1.3934294181667468,1.312902646735677,-1.8379037275955747,-0.8667737950742247,-0.38584411672216956,-0.17960420954993175,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TK-002711,1.9717195257158426,0.4496224730068912,0.6178575850541936,0.45471099007131227,4.1989315459531396,-1.848820466562031,2.4218696580896144,2.407597452307112,2.1776485201396825,-1.6995672507795123,-2.5395406268029657,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TK-002712,0.9122248853526816,-0.6025405242859445,1.9985449259574197,-0.9827315496694004,1.312902646735677,-0.9560304258949814,0.3017747421025042,-0.38584411672216956,0.26200945714500395,-1.6995672507795123,-1.3883001175046548,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TK-002713,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,-0.5720336811720539,-0.6111166194092976,-0.34276747844314887,0.11714750326804475,-0.38584411672216956,0.1461611817171377,0.5883850724596785,2.0654214103902784,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TK-002714,0.9122248853526816,-0.1369509809188924,-0.7628297558490323,-0.36668474692338066,-0.6111166194092976,-1.1341222847769035,0.20560272155686993,1.0108766677924714,0.1659236012443718,-1.6995672507795123,-0.2370596082063437,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TK-002715,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.8654088585686587,-0.6111166194092976,0.26169464172175955,-0.6133363366984281,-0.38584411672216956,-1.0255869388340297,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002716,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-1.1880804839180736,-0.6111166194092976,-0.3926014480990734,-0.9998362865219268,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-002717,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,1.6868045955633517,-0.6111166194092976,1.7449587285302377,-0.6884790670814345,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002718,1.9717195257158426,0.4496224730068912,0.6178575850541936,1.2761067270660051,1.312902646735677,-1.443669520337683,0.876263460997885,-0.38584411672216956,0.5768133438257921,-1.6995672507795123,-1.3883001175046548,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TK-002719,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,2.3028513983093712,-0.6111166194092976,1.1153363236054192,-0.7148450483147168,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002720,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,1.892153529812025,-0.6111166194092976,0.042068223292446666,-1.1649156434443162,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TK-002721,-0.1472697550104794,0.4496224730068912,-0.7628297558490323,0.044013121573965794,-0.6111166194092976,0.6087450309825291,0.7583935272761403,-0.38584411672216956,-0.10114394667489718,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002722,-0.1472697550104794,0.19339005723519906,1.9985449259574197,-0.9827315496694004,-0.6111166194092976,0.8033100500212258,0.8062868636772147,-0.38584411672216956,0.7518314459221631,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TK-002723,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,1.4814556613146783,-0.6111166194092976,-0.14293100793734037,0.44614878801294755,-0.38584411672216956,0.8725929843239605,0.5883850724596785,0.9141809010919673,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
TK-002724,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,1.6868045955633517,-0.6111166194092976,-0.42181134524766906,-0.8037193248383221,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TK-002725,-0.1472697550104794,0.4496224730068912,-0.7628297558490323,0.249362055822639,3.236921912880652,-0.7112826835860656,-0.10848678814717144,-0.38584411672216956,0.04960763673154294,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TK-002726,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-1.1880804839180736,-0.6111166194092976,0.8022750238942664,-1.1091930131276808,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TK-002727,-1.2067643953736404,-0.1369509809188924,0.6178575850541936,-0.16133581267470742,-0.6111166194092976,1.0466214941185972,1.172535702476306,-0.38584411672216956,1.6482505068155935,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TK-002728,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,1.892153529812025,-0.6111166194092976,0.7695611832234076,1.7027241386413041,-0.38584411672216956,1.3361515960123593,-1.6995672507795123,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
TK-002729,-1.2067643953736404,-0.6025405242859445,1.9985449259574197,-0.5720336811720539,-0.6111166194092976,0.7389144421785644,-0.8333770436359546,-0.38584411672216956,-0.33432207046844037,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TK-002730,0.9122248853526816,-0.1369509809188924,-0.7628297558490323,-0.5720336811720539,0.3508930136631898,-0.4476555170940154,-0.6979859319732618,-0.38584411672216956,-0.8151949609316439,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TK-002731,-1.2067643953736404,-0.6025405242859445,0.6178575850541936,0.45471099007131227,-0.6111166194092976,1.1675257497580303,1.806820045952256,-0.38584411672216956,1.2682210794616129,0.5883850724596785,-0.2370596082063437,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TK-002732,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.249362055822639,-0.6111166194092976,0.42249643887198074,-0.49559287182210576,-0.38584411672216956,-1.0506355529484526,0.5883850724596785,0.9141809010919673,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002733,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.9827315496694004,-0.6111166194092976,-0.08346464967273005,-1.0428212855224592,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-002734,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.36668474692338066,0.3508930136631898,0.4493480405055868,0.42014450644815604,-0.38584411672216956,0.21712215862820847,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
TK-002735,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-1.1880804839180736,-0.6111166194092976,0.23023953657788393,-1.6047081951354496,-0.38584411672216956,-0.18072829014305342,0.5883850724596785,0.9141809010919673,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002736,-0.1472697550104794,-0.1369509809188924,-0.7628297558490323,-0.36668474692338066,-0.6111166194092976,1.1916627206456634,-0.47630178413172514,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002737,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.16133581267470742,-0.6111166194092976,0.15171681783235927,-0.42238708843582934,-0.38584411672216956,-0.9053393348648259,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002738,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.45471099007131227,-0.6111166194092976,1.02084326601094,-1.5987770742355623,-0.38584411672216956,0.22743759578070794,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002739,0.9122248853526816,-0.6025405242859445,1.9985449259574197,-0.9827315496694004,3.236921912880652,-0.5205903223188588,2.024928449801853,1.0108766677924714,2.363950423910818,-1.6995672507795123,-1.3883001175046548,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TK-002740,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.6600599243199855,-0.6111166194092976,1.8328078448990441,-0.5830982694469924,-0.38584411672216956,-0.8926050788198813,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
TK-002741,0.9122248853526816,1.1245691439693037,0.6178575850541936,1.4814556613146783,-0.6111166194092976,-0.5898588103038424,-1.4058908789762332,-0.38584411672216956,-0.8151949609316439,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TK-002742,-0.1472697550104794,0.19339005723519906,0.6178575850541936,0.044013121573965794,0.3508930136631898,0.6068013139223746,0.9943092985446956,-0.38584411672216956,0.6014892936907866,0.5883850724596785,0.9141809010919673,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TK-002743,0.9122248853526816,-0.1369509809188924,0.6178575850541936,-0.7773826154207271,-0.6111166194092976,-0.7758265947793807,-0.6221475678498055,-0.38584411672216956,-0.45449444293415825,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TK-002744,0.9122248853526816,0.19339005723519906,-0.7628297558490323,-1.1880804839180736,2.2749122798081647,0.042068223292446666,-0.11909794162881517,-0.38584411672216956,-0.0850193630837511,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-002745,-1.2067643953736404,-0.6025405242859445,0.6178575850541936,-0.9827315496694004,-0.6111166194092976,0.5006804899086166,-0.7172770196636423,-0.38584411672216956,-0.8151949609316439,0.5883850724596785,-0.2370596082063437,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TK-002746,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.6600599243199855,-0.6111166194092976,1.468189206204867,-0.28094624904064985,-0.38584411672216956,-0.7691938478580505,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002747,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.36668474692338066,-0.6111166194092976,0.9892809039547868,-1.0063295109437724,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TK-002748,1.9717195257158426,-0.6025405242859445,1.9985449259574197,-0.9827315496694004,-0.6111166194092976,-2.24580545046384,1.0566578813249021,-0.38584411672216956,1.0203994194760508,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TK-002749,0.9122248853526816,-0.6025405242859445,0.6178575850541936,0.6600599243199855,0.3508930136631898,-0.618659529624459,-0.9250579436981281,-0.38584411672216956,-0.5612169489458464,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TK-002750,1.9717195257158426,-0.6025405242859445,-0.7628297558490323,-0.16133581267470742,-0.6111166194092976,-1.5005993882716382,-1.203879845286204,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TK-002751,0.9122248853526816,0.19339005723519906,1.9985449259574197,-0.7773826154207271,2.2749122798081647,-1.1056650040458853,1.151975564095685,1.0108766677924714,1.0887372138298814,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TK-002752,1.9717195257158426,2.29771605182087,1.9985449259574197,-1.1880804839180736,1.312902646735677,-1.6356087021747925,-0.47821412312436673,-0.38584411672216956,-0.023041859680578293,-1.6995672507795123,-1.3883001175046548,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TK-002753,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.45471099007131227,-0.6111166194092976,1.6864041252935427,1.4790135006238638,-0.38584411672216956,0.2945251044064198,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TK-002754,-1.2067643953736404,-0.6025405242859445,0.6178575850541936,0.249362055822639,0.3508930136631898,1.516806335953051,1.07646709518207,-0.38584411672216956,1.5515620486807202,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TK-002755,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-0.7773826154207271,-0.6111166194092976,0.20484658110681894,-0.2888246392578025,-0.38584411672216956,-0.5372908885806836,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-002756,1.9717195257158426,1.7111425978950872,0.6178575850541936,-0.9827315496694004,0.3508930136631898,-2.0048573882901817,-0.8471561799199622,-0.38584411672216956,-0.4727777683657197,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TK-002757,-0.1472697550104794,-0.1369509809188924,0.6178575850541936,0.044013121573965794,-0.6111166194092976,-0.027812940003071482,1.3189068394764987,-0.38584411672216956,1.7860071516023814,-1.6995672507795123,-0.2370596082063437,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TK-002758,0.9122248853526816,-0.6025405242859445,-0.7628297558490323,-0.5720336811720539,-0.6111166194092976,-1.0871990030519565,-0.05706730194775664,2.407597452307112,-0.5185163107815087,0.5883850724596785,-0.2370596082063437,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TK-002759,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.249362055822639,-0.6111166194092976,1.2464330223870839,-0.5704156316738161,-0.38584411672216956,-0.9424672547755184,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-002760,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.45471099007131227,-0.6111166194092976,1.097095439761898,-1.349106292599186,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-002761,0.9122248853526816,2.3427526124580313,0.6178575850541936,0.249362055822639,-0.6111166194092976,-0.5422580878259046,-0.8306440025727497,-0.38584411672216956,-0.8151949609316439,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TK-002762,0.9122248853526816,-0.6025405242859445,-0.7628297558490323,-0.16133581267470742,-0.6111166194092976,-0.6054496961375234,-1.4713067950587704,-0.38584411672216956,0.3387736407233779,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
