prioridad,tiempo_resolucion_horas,reaperturas_contador,costo_reparacion_usd,satisfaccion_cliente,encuesta_respondida,carga_tecnico,ticket_reabierto,costo_por_hora_resolucion,canal_ingreso_Correo Electrónico,canal_ingreso_Llamada Telefónica,canal_ingreso_Portal Web,canal_ingreso_Presencial,departamento_solicitante_Legal,departamento_solicitante_Marketing,departamento_solicitante_Operaciones,departamento_solicitante_Recursos Humanos,departamento_solicitante_TI,departamento_solicitante_Ventas,ubicacion_usuario_Remoto,ubicacion_usuario_Sede Central,ubicacion_usuario_Sucursal Norte,ubicacion_usuario_Sucursal Sur,categoria_ERP,categoria_Hardware,categoria_Impresoras,categoria_Redes,categoria_Seguridad,categoria_Software,subcategoria_Contraseña,subcategoria_Disco Duro,subcategoria_ERP Login,subcategoria_Office 365,subcategoria_Pantalla,subcategoria_VPN,subcategoria_Wi-Fi,tecnico_asignado_Carlos Ruiz,tecnico_asignado_Elena Diaz,tecnico_asignado_Jorge Soto,tecnico_asignado_Luis Perez,tecnico_asignado_Maria Lopez,franja_horaria_ingreso_Mañana,franja_horaria_ingreso_Noche,franja_horaria_ingreso_Tarde,dia_semana_ingreso_Jueves,dia_semana_ingreso_Lunes,dia_semana_ingreso_Martes,dia_semana_ingreso_Miércoles,dia_semana_ingreso_Sábado,dia_semana_ingreso_Viernes,rango_tiempo_resolucion_Normal,rango_tiempo_resolucion_Lento,rango_tiempo_resolucion_Crítico,sla_cumplido
0.0,-0.4370596608691038,0,0.0171952479289346,-2.217939638936468,1,-0.7020322854952114,0,-0.09830434184345203,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0.0,0.48214309046070664,0,-0.39445890448308507,-1.3369585862253945,1,-1.465529287633126,0,-0.12057521553629821,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
0.0,-0.81967197360537,3,-1.2730613562512596,1.3059845719078267,1,-0.1294095338917753,1,-0.1101134111135146,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,1.6593091954994632,0,-1.0047889961316079,-1.3369585862253945,1,1.1430854696714159,0,-0.12821362145304502,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,-0.36040388392716904,0,-0.44436725789370063,1.3059845719078267,1,-0.1294095338917753,0,-0.10918789874016645,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
2.0,-1.024976141415074,2,0.6862903312431943,-2.217939638936468,1,1.4612092205622138,1,0.12734494705602722,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.0,-0.35440473616649576,0,1.3860844376985162,1.3059845719078267,1,1.4612092205622138,0,-0.07939577259555423,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2.0,-1.041640440750277,0,0.5548171268749422,-2.217939638936468,1,-0.1294095338917753,0,0.15104509302163893,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3.0,-0.39706534246461606,0,0.47367117096991257,0.425003519196753,0,-1.465529287633126,0,-0.09218893097145535,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
2.0,-0.9249903454038545,1,1.4851830387152782,-2.217939638936468,1,-0.320283784426254,1,0.058903892814255884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,1.4546715996631674,2,-0.49505355925915795,-0.45597753351432074,1,-0.1294095338917753,1,-0.1253667922540121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3.0,-0.31574356170882434,0,-1.4986662631553613,0.425003519196753,0,1.1430854696714159,0,-0.12686635660576606,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2.0,0.7461055919303257,0,0.05968317469336765,0.425003519196753,1,-0.7020322854952114,0,-0.11905222049154808,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
2.0,-0.6656938477480923,0,0.012527560199884385,0.425003519196753,0,1.1430854696714159,0,-0.08254720080353721,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1.0,-0.0377830487976343,0,-0.30140436065393966,-2.217939638936468,1,1.4612092205622138,0,-0.11413177496235534,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1.0,1.2547000076407286,0,1.2857889936743054,0.425003519196753,0,1.4612092205622138,0,-0.1151510101076881,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
2.0,-0.7323510450889053,1,-0.8204751729844906,0.425003519196753,1,-0.320283784426254,1,-0.10060054975707532,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1.0,0.48214309046070664,0,-1.54031639981458,1.3059845719078267,1,-0.1294095338917753,0,-0.12973661649779517,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,0.0015446976334453275,1,-1.355523839464483,1.3059845719078267,1,1.1430854696714159,1,-0.12666719571529875,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.0,-0.5603754759496078,0,-1.4558791256390662,1.3059845719078267,1,-1.465529287633126,0,-0.12377350513027349,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2.0,0.2128480132038222,0,-1.2534331309290991,1.3059845719078267,1,-0.320283784426254,0,-0.1265266115573218,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.08577623088301965,0,0.39659448129020897,1.3059845719078267,1,1.4612092205622138,0,-0.10478292845688914,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2.0,-0.7416830527166189,2,-0.003749504701419654,0.425003519196753,1,-0.7020322854952114,1,-0.07387784439495954,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.0,1.2933611820984,0,-1.1449991544542366,-1.3369585862253945,1,-0.1294095338917753,0,-0.1283893516505162,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,0.5681308750303553,1,0.8453507669331417,-0.45597753351432074,1,-0.320283784426254,1,-0.11174184427674744,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3.0,1.493999346094247,1,-0.8879771186046037,0.425003519196753,1,-0.7020322854952114,1,-0.12740526254467766,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
0.0,1.7792921507129262,0,0.6959249174531573,-1.3369585862253945,1,1.4612092205622138,0,-0.12080952246625977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.0,-1.0516390203513992,0,-0.2169670864784259,0.425003519196753,0,-0.1294095338917753,0,0.07863253631701915,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,-0.23475506693973663,0,-1.436310742467278,0.425003519196753,1,-0.7020322854952114,0,-0.12643288878533718,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2.0,0.27150634686373776,1,-0.5077999372884878,-0.45597753351432074,1,-0.7020322854952114,1,-0.11991915613240585,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3.0,-1.0549718802184398,0,0.7557072256752256,-1.3369585862253945,1,-1.465529287633126,0,0.2172250853892812,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2.0,2.4798592947648697,0,-0.008596718881587365,0.425003519196753,1,-0.1294095338917753,0,-0.12550737641198903,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1.0,-0.2650840917298064,1,0.35733803064588787,0.425003519196753,1,1.4612092205622138,1,-0.09983905223470024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,-0.7223524654877831,0,1.4777027699187233,-0.45597753351432074,1,-0.320283784426254,0,-0.03146829007191737,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
0.0,-0.9389883568454253,1,-1.6875280897307843,-0.45597753351432074,1,-0.7020322854952114,1,-0.1232345991913619,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,0.22951231253902546,0,-1.0540989280384991,0.425003519196753,0,-1.465529287633126,0,-0.12471073285011973,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
2.0,-0.7376836208761701,0,0.80435889392802,0.425003519196753,1,-0.1294095338917753,0,-0.048971017740045815,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,0.5594654393760496,1,-1.6378591049216584,0.425003519196753,1,-0.320283784426254,1,-0.13058012144565675,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,2.295218858130818,0,1.671232284223196,-2.217939638936468,1,-0.7020322854952114,0,-0.11879448286859037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,2.4798592947648697,1,-1.3129162283993052,1.3059845719078267,1,-0.7020322854952114,1,-0.1301935150112202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1.0,1.4660033232111056,0,0.1875060078889011,0.425003519196753,0,1.4612092205622138,0,-0.12199277246256564,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,-0.8136728258446969,2,1.6264703557446103,0.425003519196753,0,1.4612092205622138,1,0.0014635489341797286,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1.32535663682199,1,-0.7495622247931484,0.425003519196753,1,1.1430854696714159,1,-0.12636259670634872,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.0,2.4465306960944635,2,-0.9479987954281618,-0.45597753351432074,1,-0.1294095338917753,1,-0.12885796551043932,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
3.0,-0.675025855375806,0,-1.2561260276958588,-0.45597753351432074,1,1.4612092205622138,0,-0.11631082941099784,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0.0,0.2768389226510027,0,-0.18566964183363932,0.425003519196753,1,-0.320283784426254,0,-0.1170254655473806,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
0.0,-0.2810818190916015,1,-1.2750959893639227,0.425003519196753,1,1.4612092205622138,1,-0.12371492839778309,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,-0.6710264235353572,0,-0.768412502160467,-2.217939638936468,1,-0.7020322854952114,0,-0.10320135667964862,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,0.6874472582704104,1,-0.4049312807982622,0.425003519196753,1,-0.1294095338917753,1,-0.12193419573007525,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
2.0,-0.819005401631962,1,1.4185188832003788,-0.45597753351432074,1,-0.1294095338917753,1,-0.004558139165832335,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,1.4999984938549202,0,0.4597877920835064,0.425003519196753,1,-1.465529287633126,0,-0.1207860917732636,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3.0,-0.613701233822258,0,1.6840385044028983,-0.45597753351432074,1,1.4612092205622138,0,-0.046780247944905234,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.0,-1.066970175739786,0,-0.7864249894225718,1.3059845719078267,1,-0.320283784426254,0,0.029006328551160962,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2.0,-0.04111590866467499,0,0.4544618407003589,1.3059845719078267,1,-0.1294095338917753,0,-0.10519296558432185,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
3.0,0.9647411992081922,0,-0.03971463707525647,-1.3369585862253945,1,1.4612092205622138,0,-0.12100868335672708,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3.0,-0.7823439430945149,0,1.754173504639399,0.425003519196753,1,-0.1294095338917753,0,-0.005354782727701626,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2.0,-0.6143678057956662,0,-0.9415956853383106,0.425003519196753,1,-0.7020322854952114,0,-0.11044144081546078,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
3.0,-0.6663604197215003,0,-1.7641858843578808,-0.45597753351432074,1,-0.320283784426254,0,-0.13025209174371058,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
3.0,-0.6990224464184988,1,1.4253408883428376,1.3059845719078267,1,-0.320283784426254,1,-0.03815775292231987,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3.0,-1.0336415770693796,2,-0.39176600771632514,0.425003519196753,1,-0.7020322854952114,1,0.027155303804464667,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,-0.8410022767544302,0,1.2594584475104318,-0.45597753351432074,1,1.1430854696714159,0,-0.0022150698662167464,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.0,-0.32307585341631373,1,0.3863614735765214,-1.3369585862253945,1,-0.7020322854952114,1,-0.09713280719364424,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.886610238431635,1,-1.6173930894942836,0.425003519196753,1,-0.1294095338917753,1,-0.1311424580775645,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0,-0.2710832394904796,0,1.2902173128018661,1.3059845719078267,1,-0.1294095338917753,0,-0.08579235178350478,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2.0,-0.5057165741301411,0,1.3263619716268202,0.425003519196753,1,-0.1294095338917753,0,-0.06826619342238019,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1.0,-0.028451041169920446,0,-1.75215761213302,0.425003519196753,1,-0.320283784426254,0,-0.1311424580775645,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
2.0,-0.9429877886858741,0,0.38277094455417515,-0.45597753351432074,1,1.1430854696714159,0,0.006419140502866703,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.0,-0.38573361891667785,0,-0.8310073914500401,-1.3369585862253945,1,1.1430854696714159,0,-0.11501042594971118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3.0,-0.7696790755997603,0,0.3717599888856459,0.425003519196753,0,-0.320283784426254,0,-0.0567851538542638,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1.0,0.24817632779445314,0,0.5664265040471957,0.425003519196753,1,1.1430854696714159,0,-0.10970337398608188,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1.0,-0.05444734813283753,3,0.7341042093907745,-0.45597753351432074,1,-1.465529287633126,1,-0.10154949282341964,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0.0,-0.7703456475731686,0,-0.7796029842801134,1.3059845719078267,1,-0.1294095338917753,0,-0.09606671066231916,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.0,-0.2257563452987268,0,0.3524908164657201,-0.45597753351432074,1,-0.7020322854952114,0,-0.10128003985396383,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2.0,-0.783010515067923,0,-0.2696281788061738,-0.45597753351432074,1,-1.465529287633126,0,-0.07677153497998478,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,-0.8250045493926351,0,0.8361949179261584,1.3059845719078267,1,-1.465529287633126,0,-0.025481748011399543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,-0.7703456475731686,1,-0.5756609358108356,0.425003519196753,1,-0.1294095338917753,1,-0.08908436414946469,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1.0,-0.9149917658027326,1,0.8123178999275544,0.425003519196753,1,-0.7020322854952114,1,0.013729516717667334,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.0,1.0673932831130442,0,-1.415545516288041,0.425003519196753,1,-0.1294095338917753,0,-0.1296077476863163,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1.0,0.8880854222662574,0,1.4558603850327818,0.425003519196753,0,-0.320283784426254,0,-0.11102720814036468,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.0,1.108720745464348,0,-1.085037319781051,-0.45597753351432074,1,1.4612092205622138,0,-0.1277450075931219,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3.0,-1.1069644941442738,0,-0.42737208718792746,-0.45597753351432074,1,1.4612092205622138,0,0.27815660252578456,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3.0,0.13685880823529542,1,0.4646948484140465,-1.3369585862253945,1,-0.1294095338917753,1,-0.10880129230572988,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2.0,-0.46172282388520464,0,-0.06595542001357167,1.3059845719078267,1,-0.7020322854952114,0,-0.09866751758489245,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2.0,-0.23175549305939996,0,-1.0307006472428748,-0.45597753351432074,1,-0.320283784426254,0,-0.12070408434777707,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3.0,-0.7143536018068858,0,-1.2437985447191362,1.3059845719078267,1,1.1430854696714159,0,-0.11453009674328998,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0.0,-0.5503768963484859,0,1.1862116554545643,0.425003519196753,0,-0.320283784426254,0,-0.06656746818015889,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1.0,0.5508000037217439,1,0.6245332320588355,-0.45597753351432074,1,1.1430854696714159,1,-0.11322969328200334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1.0,-0.13243626902158878,2,0.5153811497795036,0.425003519196753,1,-1.465529287633126,1,-0.10200639133684467,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
3.0,-0.535712312933507,0,-0.6833768064812289,-2.217939638936468,1,-0.7020322854952114,0,-0.10773519577440478,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0.0,2.4798592947648697,0,0.8113005833712229,-1.3369585862253945,1,-0.7020322854952114,0,-0.12255510909447338,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
