ticket_id,perfil_real,perfil_conducta
TK-003477,Solicitudes rutinarias,Solicitudes rutinarias
TK-003478,Solicitudes rutinarias,Solicitudes rutinarias
TK-003479,Fallas de hardware,Solicitudes rutinarias
TK-003480,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003481,Solicitudes rutinarias,Solicitudes rutinarias
TK-003482,Incidentes de seguridad,Incidentes de seguridad
TK-003483,Solicitudes rutinarias,Solicitudes rutinarias
TK-003484,Solicitudes rutinarias,Solicitudes rutinarias
TK-003485,Solicitudes rutinarias,Solicitudes rutinarias
TK-003486,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003487,Fallas de hardware,Fallas de hardware
TK-003488,Solicitudes rutinarias,Solicitudes rutinarias
TK-003489,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003490,Solicitudes rutinarias,Solicitudes rutinarias
TK-003491,Fallas de hardware,Fallas de hardware
TK-003492,Solicitudes rutinarias,Solicitudes rutinarias
TK-003493,Fallas de hardware,Fallas de hardware
TK-003494,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-003495,Solicitudes rutinarias,Solicitudes rutinarias
TK-003496,Incidentes críticos de red,Incidentes críticos de red
TK-003497,Fallas de hardware,Fallas de hardware
TK-003498,Incidentes críticos de red,Incidentes críticos de red
TK-003499,Incidentes críticos de red,Incidentes críticos de red
TK-003500,Incidentes críticos de red,Incidentes críticos de red
TK-003501,Incidentes críticos de red,Incidentes críticos de red
TK-003502,Incidentes críticos de red,Incidentes críticos de red
TK-003503,Incidentes críticos de red,Incidentes críticos de red
TK-003504,Incidentes críticos de red,Incidentes críticos de red
TK-003505,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-003506,Incidentes críticos de red,Incidentes críticos de red
TK-003507,Incidentes críticos de red,Incidentes críticos de red
TK-003508,Fallas de hardware,Fallas de hardware
TK-003509,Incidentes críticos de red,Incidentes críticos de red
TK-003510,Incidentes críticos de red,Incidentes críticos de red
TK-003511,Incidentes críticos de red,Incidentes críticos de red
TK-003512,Incidentes críticos de red,Incidentes críticos de red
TK-003513,Incidentes críticos de red,Incidentes críticos de red
TK-003514,Incidentes críticos de red,Incidentes de seguridad
TK-003515,Incidentes críticos de red,Incidentes críticos de red
TK-003516,Incidentes críticos de red,Incidentes críticos de red
TK-003517,Incidentes críticos de red,Incidentes críticos de red
TK-003518,Incidentes críticos de red,Incidentes críticos de red
TK-003519,Incidentes críticos de red,Incidentes críticos de red
TK-003520,Incidentes críticos de red,Incidentes críticos de red
TK-003521,Incidentes críticos de red,Incidentes críticos de red
TK-003522,Incidentes críticos de red,Incidentes críticos de red
TK-003523,Incidentes críticos de red,Incidentes críticos de red
TK-003524,Incidentes críticos de red,Incidentes críticos de red
TK-003525,Incidentes críticos de red,Incidentes críticos de red
TK-003526,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003527,Incidentes críticos de red,Incidentes críticos de red
TK-003528,Incidentes críticos de red,Incidentes de seguridad
TK-003529,Solicitudes rutinarias,Solicitudes rutinarias
TK-003530,Solicitudes rutinarias,Solicitudes rutinarias
TK-003531,Incidentes críticos de red,Incidentes críticos de red
TK-003532,Incidentes críticos de red,Incidentes críticos de red
TK-003533,Incidentes críticos de red,Incidentes críticos de red
TK-003534,Solicitudes rutinarias,Solicitudes rutinarias
TK-003535,Incidentes críticos de red,Incidentes críticos de red
TK-003536,Incidentes críticos de red,Incidentes críticos de red
TK-003537,Incidentes críticos de red,Incidentes críticos de red
TK-003538,Incidentes críticos de red,Incidentes críticos de red
TK-003539,Incidentes críticos de red,Incidentes críticos de red
TK-003540,Incidentes críticos de red,Incidentes críticos de red
TK-003541,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003542,Incidentes críticos de red,Incidentes críticos de red
TK-003543,Incidentes críticos de red,Incidentes críticos de red
TK-003544,Incidentes críticos de red,Incidentes críticos de red
TK-003545,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-003546,Incidentes de seguridad,Incidentes de seguridad
TK-003547,Incidentes críticos de red,Incidentes críticos de red
TK-003548,Incidentes críticos de red,Incidentes críticos de red
TK-003549,Incidentes críticos de red,Incidentes críticos de red
TK-003550,Incidentes críticos de red,Incidentes críticos de red
TK-003551,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-003552,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-003553,Solicitudes rutinarias,Solicitudes rutinarias
TK-003554,Incidentes críticos de red,Incidentes críticos de red
TK-003555,Incidentes críticos de red,Incidentes críticos de red
TK-003556,Incidentes críticos de red,Incidentes críticos de red
TK-003557,Incidentes críticos de red,Incidentes críticos de red
TK-003558,Incidentes críticos de red,Incidentes críticos de red
TK-003559,Incidentes críticos de red,Incidentes críticos de red
TK-003560,Solicitudes rutinarias,Solicitudes rutinarias
TK-003561,Incidentes críticos de red,Incidentes críticos de red
TK-003562,Incidentes críticos de red,Incidentes críticos de red
TK-003563,Fallas de hardware,Fallas de hardware
TK-003564,Errores recurrentes de software/ERP,Casos crónicos
TK-003565,Incidentes críticos de red,Incidentes críticos de red
TK-003566,Incidentes críticos de red,Incidentes críticos de red
TK-003567,Incidentes críticos de red,Incidentes críticos de red
TK-003568,Incidentes críticos de red,Incidentes críticos de red
TK-003569,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-003570,Incidentes críticos de red,Incidentes críticos de red
TK-003571,Incidentes críticos de red,Incidentes críticos de red
TK-003572,Solicitudes rutinarias,Solicitudes rutinarias
TK-003573,Incidentes críticos de red,Incidentes críticos de red
TK-003574,Incidentes críticos de red,Incidentes críticos de red
TK-003575,Incidentes críticos de red,Incidentes críticos de red
TK-003576,Incidentes críticos de red,Incidentes críticos de red
TK-003577,Incidentes críticos de red,Incidentes críticos de red
TK-003578,Incidentes críticos de red,Incidentes críticos de red
TK-003579,Incidentes críticos de red,Incidentes críticos de red
TK-003580,Incidentes críticos de red,Incidentes críticos de red
TK-003581,Incidentes críticos de red,Incidentes críticos de red
TK-003582,Incidentes críticos de red,Incidentes críticos de red
TK-003583,Incidentes críticos de red,Incidentes críticos de red
TK-003584,Incidentes críticos de red,Incidentes críticos de red
TK-003585,Fallas de hardware,Fallas de hardware
TK-003586,Incidentes críticos de red,Incidentes críticos de red
TK-003587,Incidentes críticos de red,Incidentes críticos de red
TK-003588,Incidentes críticos de red,Incidentes críticos de red
TK-003589,Incidentes críticos de red,Incidentes críticos de red
TK-003590,Incidentes críticos de red,Incidentes críticos de red
TK-003591,Incidentes críticos de red,Incidentes críticos de red
TK-003592,Incidentes críticos de red,Incidentes críticos de red
TK-003593,Incidentes críticos de red,Incidentes críticos de red
TK-003594,Incidentes críticos de red,Incidentes críticos de red
TK-003595,Incidentes críticos de red,Incidentes críticos de red
TK-003596,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003597,Incidentes de seguridad,Incidentes críticos de red
TK-003598,Solicitudes rutinarias,Solicitudes rutinarias
TK-003599,Fallas de hardware,Fallas de hardware
TK-003600,Incidentes críticos de red,Incidentes críticos de red
TK-003601,Solicitudes rutinarias,Fallas de hardware
TK-003602,Solicitudes rutinarias,Solicitudes rutinarias
TK-003603,Fallas de hardware,Fallas de hardware
TK-003604,Fallas de hardware,Fallas de hardware
TK-003605,Solicitudes rutinarias,Solicitudes rutinarias
TK-003606,Solicitudes rutinarias,Solicitudes rutinarias
TK-003607,Solicitudes rutinarias,Solicitudes rutinarias
TK-003608,Incidentes críticos de red,Incidentes críticos de red
TK-003609,Solicitudes rutinarias,Solicitudes rutinarias
TK-003610,Incidentes críticos de red,Incidentes críticos de red
TK-003611,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003612,Solicitudes rutinarias,Solicitudes rutinarias
TK-003613,Fallas de hardware,Errores recurrentes de software/ERP
TK-003614,Solicitudes rutinarias,Solicitudes rutinarias
TK-003615,Solicitudes rutinarias,Solicitudes rutinarias
TK-003616,Fallas de hardware,Fallas de hardware
TK-003617,Solicitudes rutinarias,Solicitudes rutinarias
TK-003618,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003619,Solicitudes rutinarias,Solicitudes rutinarias
TK-003620,Solicitudes rutinarias,Solicitudes rutinarias
TK-003621,Solicitudes rutinarias,Solicitudes rutinarias
TK-003622,Solicitudes rutinarias,Solicitudes rutinarias
TK-003623,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003624,Solicitudes rutinarias,Solicitudes rutinarias
TK-003625,Solicitudes rutinarias,Solicitudes rutinarias
TK-003626,Fallas de hardware,Errores recurrentes de software/ERP
TK-003627,Incidentes críticos de red,Incidentes críticos de red
TK-003628,Incidentes de seguridad,Incidentes de seguridad
TK-003629,Casos crónicos,Casos crónicos
TK-003630,Errores recurrentes de software/ERP,Casos crónicos
TK-003631,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-003632,Fallas de hardware,Fallas de hardware
TK-003633,Solicitudes rutinarias,Solicitudes rutinarias
TK-003634,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003635,Solicitudes rutinarias,Solicitudes rutinarias
TK-003636,Solicitudes rutinarias,Solicitudes rutinarias
TK-003637,Solicitudes rutinarias,Solicitudes rutinarias
TK-003638,Solicitudes rutinarias,Solicitudes rutinarias
TK-003639,Solicitudes rutinarias,Solicitudes rutinarias
TK-003640,Solicitudes rutinarias,Solicitudes rutinarias
TK-003641,Solicitudes rutinarias,Solicitudes rutinarias
TK-003642,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003643,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003644,Solicitudes rutinarias,Solicitudes rutinarias
TK-003645,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003646,Solicitudes rutinarias,Solicitudes rutinarias
TK-003647,Incidentes de seguridad,Incidentes de seguridad
TK-003648,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003649,Solicitudes rutinarias,Solicitudes rutinarias
TK-003650,Solicitudes rutinarias,Solicitudes rutinarias
TK-003651,Solicitudes rutinarias,Solicitudes rutinarias
TK-003652,Solicitudes rutinarias,Solicitudes rutinarias
TK-003653,Incidentes críticos de red,Incidentes críticos de red
TK-003654,Solicitudes rutinarias,Solicitudes rutinarias
TK-003655,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003656,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003657,Fallas de hardware,Fallas de hardware
TK-003658,Solicitudes rutinarias,Solicitudes rutinarias
TK-003659,Casos crónicos,Casos crónicos
TK-003660,Solicitudes rutinarias,Solicitudes rutinarias
TK-003661,Fallas de hardware,Fallas de hardware
TK-003662,Fallas de hardware,Fallas de hardware
TK-003663,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003664,Solicitudes rutinarias,Solicitudes rutinarias
TK-003665,Incidentes de seguridad,Incidentes de seguridad
TK-003666,Fallas de hardware,Fallas de hardware
TK-003667,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003668,Solicitudes rutinarias,Solicitudes rutinarias
TK-003669,Incidentes de seguridad,Incidentes de seguridad
TK-003670,Solicitudes rutinarias,Solicitudes rutinarias
TK-003671,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-003672,Solicitudes rutinarias,Fallas de hardware
TK-003673,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003674,Fallas de hardware,Fallas de hardware
TK-003675,Casos crónicos,Casos crónicos
TK-003676,Incidentes críticos de red,Incidentes críticos de red
TK-003677,Solicitudes rutinarias,Solicitudes rutinarias
TK-003678,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003679,Fallas de hardware,Fallas de hardware
TK-003680,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003681,Solicitudes rutinarias,Solicitudes rutinarias
TK-003682,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-003683,Solicitudes rutinarias,Solicitudes rutinarias
TK-003684,Solicitudes rutinarias,Solicitudes rutinarias
TK-003685,Solicitudes rutinarias,Solicitudes rutinarias
TK-003686,Fallas de hardware,Fallas de hardware
TK-003687,Solicitudes rutinarias,Solicitudes rutinarias
TK-003688,Solicitudes rutinarias,Solicitudes rutinarias
TK-003689,Solicitudes rutinarias,Solicitudes rutinarias
TK-003690,Solicitudes rutinarias,Solicitudes rutinarias
TK-003691,Casos crónicos,Casos crónicos
TK-003692,Solicitudes rutinarias,Solicitudes rutinarias
TK-003693,Fallas de hardware,Errores recurrentes de software/ERP
TK-003694,Incidentes de seguridad,Incidentes de seguridad
TK-003695,Incidentes de seguridad,Incidentes de seguridad
TK-003696,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003697,Solicitudes rutinarias,Fallas de hardware
TK-003698,Fallas de hardware,Fallas de hardware
TK-003699,Fallas de hardware,Fallas de hardware
TK-003700,Incidentes de seguridad,Incidentes de seguridad
TK-003701,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003702,Solicitudes rutinarias,Solicitudes rutinarias
TK-003703,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003704,Solicitudes rutinarias,Solicitudes rutinarias
TK-003705,Solicitudes rutinarias,Solicitudes rutinarias
TK-003706,Fallas de hardware,Fallas de hardware
TK-003707,Solicitudes rutinarias,Solicitudes rutinarias
TK-003708,Errores recurrentes de software/ERP,Casos crónicos
TK-003709,Solicitudes rutinarias,Solicitudes rutinarias
TK-003710,Solicitudes rutinarias,Solicitudes rutinarias
TK-003711,Solicitudes rutinarias,Solicitudes rutinarias
TK-003712,Incidentes de seguridad,Incidentes de seguridad
TK-003713,Solicitudes rutinarias,Fallas de hardware
TK-003714,Fallas de hardware,Fallas de hardware
TK-003715,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003716,Incidentes críticos de red,Incidentes críticos de red
TK-003717,Fallas de hardware,Fallas de hardware
TK-003718,Solicitudes rutinarias,Fallas de hardware
TK-003719,Casos crónicos,Casos crónicos
TK-003720,Fallas de hardware,Fallas de hardware
TK-003721,Casos crónicos,Casos crónicos
TK-003722,Solicitudes rutinarias,Solicitudes rutinarias
TK-003723,Solicitudes rutinarias,Solicitudes rutinarias
TK-003724,Incidentes de seguridad,Incidentes de seguridad
TK-003725,Solicitudes rutinarias,Solicitudes rutinarias
TK-003726,Solicitudes rutinarias,Solicitudes rutinarias
TK-003727,Solicitudes rutinarias,Solicitudes rutinarias
TK-003728,Fallas de hardware,Fallas de hardware
TK-003729,Solicitudes rutinarias,Fallas de hardware
TK-003730,Solicitudes rutinarias,Solicitudes rutinarias
TK-003731,Solicitudes rutinarias,Solicitudes rutinarias
TK-003732,Solicitudes rutinarias,Solicitudes rutinarias
TK-003733,Solicitudes rutinarias,Solicitudes rutinarias
TK-003734,Incidentes críticos de red,Incidentes críticos de red
TK-003735,Incidentes críticos de red,Incidentes críticos de red
TK-003736,Solicitudes rutinarias,Solicitudes rutinarias
TK-003737,Fallas de hardware,Fallas de hardware
TK-003738,Incidentes de seguridad,Incidentes de seguridad
TK-003739,Solicitudes rutinarias,Solicitudes rutinarias
TK-003740,Incidentes críticos de red,Incidentes críticos de red
TK-003741,Incidentes de seguridad,Incidentes de seguridad
TK-003742,Solicitudes rutinarias,Solicitudes rutinarias
TK-003743,Casos crónicos,Casos crónicos
TK-003744,Solicitudes rutinarias,Solicitudes rutinarias
TK-003745,Solicitudes rutinarias,Solicitudes rutinarias
TK-003746,Solicitudes rutinarias,Solicitudes rutinarias
TK-003747,Fallas de hardware,Errores recurrentes de software/ERP
TK-003748,Solicitudes rutinarias,Solicitudes rutinarias
TK-003749,Solicitudes rutinarias,Solicitudes rutinarias
TK-003750,Incidentes de seguridad,Incidentes de seguridad
TK-003751,Solicitudes rutinarias,Solicitudes rutinarias
TK-003752,Fallas de hardware,Fallas de hardware
TK-003753,Fallas de hardware,Fallas de hardware
TK-003754,Fallas de hardware,Fallas de hardware
TK-003755,Fallas de hardware,Fallas de hardware
TK-003756,Solicitudes rutinarias,Solicitudes rutinarias
TK-003757,Incidentes de seguridad,Incidentes de seguridad
TK-003758,Fallas de hardware,Fallas de hardware
TK-003759,Solicitudes rutinarias,Solicitudes rutinarias
TK-003760,Incidentes de seguridad,Incidentes de seguridad
TK-003761,Solicitudes rutinarias,Solicitudes rutinarias
TK-003762,Incidentes críticos de red,Incidentes de seguridad
TK-003763,Solicitudes rutinarias,Solicitudes rutinarias
TK-003764,Fallas de hardware,Fallas de hardware
TK-003765,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003766,Fallas de hardware,Fallas de hardware
TK-003767,Fallas de hardware,Errores recurrentes de software/ERP
TK-003768,Fallas de hardware,Fallas de hardware
TK-003769,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003770,Solicitudes rutinarias,Solicitudes rutinarias
TK-003771,Fallas de hardware,Fallas de hardware
TK-003772,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003773,Solicitudes rutinarias,Solicitudes rutinarias
TK-003774,Solicitudes rutinarias,Solicitudes rutinarias
TK-003775,Solicitudes rutinarias,Solicitudes rutinarias
TK-003776,Solicitudes rutinarias,Solicitudes rutinarias
TK-003777,Solicitudes rutinarias,Solicitudes rutinarias
TK-003778,Incidentes de seguridad,Incidentes de seguridad
TK-003779,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003780,Fallas de hardware,Solicitudes rutinarias
TK-003781,Fallas de hardware,Fallas de hardware
TK-003782,Fallas de hardware,Fallas de hardware
TK-003783,Solicitudes rutinarias,Solicitudes rutinarias
TK-003784,Solicitudes rutinarias,Solicitudes rutinarias
TK-003785,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003786,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003787,Solicitudes rutinarias,Solicitudes rutinarias
TK-003788,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003789,Solicitudes rutinarias,Solicitudes rutinarias
TK-003790,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003791,Solicitudes rutinarias,Solicitudes rutinarias
TK-003792,Solicitudes rutinarias,Solicitudes rutinarias
TK-003793,Solicitudes rutinarias,Solicitudes rutinarias
TK-003794,Solicitudes rutinarias,Solicitudes rutinarias
TK-003795,Solicitudes rutinarias,Solicitudes rutinarias
TK-003796,Solicitudes rutinarias,Solicitudes rutinarias
TK-003797,Fallas de hardware,Fallas de hardware
TK-003798,Solicitudes rutinarias,Solicitudes rutinarias
TK-003799,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-003800,Fallas de hardware,Fallas de hardware
TK-003801,Fallas de hardware,Fallas de hardware
TK-003802,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003803,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003804,Incidentes de seguridad,Incidentes de seguridad
TK-003805,Solicitudes rutinarias,Solicitudes rutinarias
TK-003806,Solicitudes rutinarias,Solicitudes rutinarias
TK-003807,Solicitudes rutinarias,Solicitudes rutinarias
TK-003808,Solicitudes rutinarias,Solicitudes rutinarias
TK-003809,Solicitudes rutinarias,Solicitudes rutinarias
TK-003810,Fallas de hardware,Fallas de hardware
TK-003811,Incidentes críticos de red,Incidentes críticos de red
TK-003812,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003813,Solicitudes rutinarias,Solicitudes rutinarias
TK-003814,Fallas de hardware,Fallas de hardware
TK-003815,Fallas de hardware,Fallas de hardware
TK-003816,Fallas de hardware,Fallas de hardware
TK-003817,Solicitudes rutinarias,Solicitudes rutinarias
TK-003818,Fallas de hardware,Fallas de hardware
TK-003819,Incidentes críticos de red,Incidentes críticos de red
TK-003820,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003821,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003822,Incidentes críticos de red,Incidentes críticos de red
TK-003823,Incidentes críticos de red,Incidentes críticos de red
TK-003824,Solicitudes rutinarias,Solicitudes rutinarias
TK-003825,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003826,Solicitudes rutinarias,Fallas de hardware
TK-003827,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003828,Solicitudes rutinarias,Solicitudes rutinarias
TK-003829,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003830,Solicitudes rutinarias,Solicitudes rutinarias
TK-003831,Solicitudes rutinarias,Solicitudes rutinarias
TK-003832,Fallas de hardware,Fallas de hardware
TK-003833,Fallas de hardware,Fallas de hardware
TK-003834,Solicitudes rutinarias,Solicitudes rutinarias
TK-003835,Solicitudes rutinarias,Solicitudes rutinarias
TK-003836,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003837,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003838,Casos crónicos,Casos crónicos
TK-003839,Fallas de hardware,Fallas de hardware
TK-003840,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003841,Solicitudes rutinarias,Solicitudes rutinarias
TK-003842,Solicitudes rutinarias,Solicitudes rutinarias
TK-003843,Solicitudes rutinarias,Solicitudes rutinarias
TK-003844,Solicitudes rutinarias,Solicitudes rutinarias
TK-003845,Solicitudes rutinarias,Solicitudes rutinarias
TK-003846,Solicitudes rutinarias,Solicitudes rutinarias
TK-003847,Solicitudes rutinarias,Fallas de hardware
TK-003848,Solicitudes rutinarias,Solicitudes rutinarias
TK-003849,Solicitudes rutinarias,Solicitudes rutinarias
TK-003850,Solicitudes rutinarias,Solicitudes rutinarias
TK-003851,Solicitudes rutinarias,Solicitudes rutinarias
TK-003852,Solicitudes rutinarias,Solicitudes rutinarias
TK-003853,Incidentes de seguridad,Incidentes de seguridad
TK-003854,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-003855,Solicitudes rutinarias,Solicitudes rutinarias
TK-003856,Solicitudes rutinarias,Solicitudes rutinarias
TK-003857,Fallas de hardware,Fallas de hardware
TK-003858,Solicitudes rutinarias,Solicitudes rutinarias
TK-003859,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003860,Incidentes de seguridad,Incidentes de seguridad
TK-003861,Solicitudes rutinarias,Solicitudes rutinarias
TK-003862,Solicitudes rutinarias,Solicitudes rutinarias
TK-003863,Incidentes críticos de red,Incidentes críticos de red
TK-003864,Fallas de hardware,Fallas de hardware
TK-003865,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003866,Solicitudes rutinarias,Solicitudes rutinarias
TK-003867,Solicitudes rutinarias,Solicitudes rutinarias
TK-003868,Solicitudes rutinarias,Solicitudes rutinarias
TK-003869,Solicitudes rutinarias,Solicitudes rutinarias
TK-003870,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003871,Fallas de hardware,Fallas de hardware
TK-003872,Solicitudes rutinarias,Solicitudes rutinarias
TK-003873,Solicitudes rutinarias,Solicitudes rutinarias
TK-003874,Solicitudes rutinarias,Solicitudes rutinarias
TK-003875,Solicitudes rutinarias,Solicitudes rutinarias
TK-003876,Incidentes críticos de red,Incidentes críticos de red
TK-003877,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003878,Casos crónicos,Casos crónicos
TK-003879,Solicitudes rutinarias,Solicitudes rutinarias
TK-003880,Solicitudes rutinarias,Solicitudes rutinarias
TK-003881,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003882,Fallas de hardware,Fallas de hardware
TK-003883,Solicitudes rutinarias,Solicitudes rutinarias
TK-003884,Fallas de hardware,Fallas de hardware
TK-003885,Solicitudes rutinarias,Solicitudes rutinarias
TK-003886,Casos crónicos,Casos crónicos
TK-003887,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003888,Solicitudes rutinarias,Solicitudes rutinarias
TK-003889,Solicitudes rutinarias,Solicitudes rutinarias
TK-003890,Solicitudes rutinarias,Solicitudes rutinarias
TK-003891,Fallas de hardware,Fallas de hardware
TK-003892,Incidentes críticos de red,Incidentes críticos de red
TK-003893,Fallas de hardware,Fallas de hardware
TK-003894,Solicitudes rutinarias,Solicitudes rutinarias
TK-003895,Solicitudes rutinarias,Solicitudes rutinarias
TK-003896,Fallas de hardware,Fallas de hardware
TK-003897,Fallas de hardware,Fallas de hardware
TK-003898,Casos crónicos,Errores recurrentes de software/ERP
TK-003899,Incidentes críticos de red,Incidentes críticos de red
TK-003900,Fallas de hardware,Fallas de hardware
TK-003901,Solicitudes rutinarias,Solicitudes rutinarias
TK-003902,Solicitudes rutinarias,Fallas de hardware
TK-003903,Incidentes de seguridad,Incidentes de seguridad
TK-003904,Incidentes de seguridad,Incidentes de seguridad
TK-003905,Fallas de hardware,Fallas de hardware
TK-003906,Fallas de hardware,Fallas de hardware
TK-003907,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003908,Solicitudes rutinarias,Solicitudes rutinarias
TK-003909,Solicitudes rutinarias,Solicitudes rutinarias
TK-003910,Solicitudes rutinarias,Solicitudes rutinarias
TK-003911,Solicitudes rutinarias,Solicitudes rutinarias
TK-003912,Solicitudes rutinarias,Solicitudes rutinarias
TK-003913,Solicitudes rutinarias,Solicitudes rutinarias
TK-003914,Solicitudes rutinarias,Solicitudes rutinarias
TK-003915,Fallas de hardware,Fallas de hardware
TK-003916,Solicitudes rutinarias,Solicitudes rutinarias
TK-003917,Solicitudes rutinarias,Solicitudes rutinarias
TK-003918,Incidentes de seguridad,Incidentes de seguridad
TK-003919,Solicitudes rutinarias,Solicitudes rutinarias
TK-003920,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003921,Solicitudes rutinarias,Solicitudes rutinarias
TK-003922,Solicitudes rutinarias,Solicitudes rutinarias
TK-003923,Fallas de hardware,Fallas de hardware
TK-003924,Incidentes de seguridad,Incidentes de seguridad
TK-003925,Solicitudes rutinarias,Solicitudes rutinarias
TK-003926,Solicitudes rutinarias,Solicitudes rutinarias
TK-003927,Solicitudes rutinarias,Solicitudes rutinarias
TK-003928,Solicitudes rutinarias,Solicitudes rutinarias
TK-003929,Solicitudes rutinarias,Solicitudes rutinarias
TK-003930,Incidentes críticos de red,Incidentes críticos de red
TK-003931,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003932,Solicitudes rutinarias,Solicitudes rutinarias
TK-003933,Incidentes de seguridad,Incidentes de seguridad
TK-003934,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003935,Solicitudes rutinarias,Solicitudes rutinarias
TK-003936,Solicitudes rutinarias,Solicitudes rutinarias
TK-003937,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003938,Solicitudes rutinarias,Solicitudes rutinarias
TK-003939,Fallas de hardware,Fallas de hardware
TK-003940,Fallas de hardware,Fallas de hardware
TK-003941,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003942,Solicitudes rutinarias,Solicitudes rutinarias
TK-003943,Incidentes de seguridad,Incidentes de seguridad
TK-003944,Solicitudes rutinarias,Solicitudes rutinarias
TK-003945,Solicitudes rutinarias,Solicitudes rutinarias
TK-003946,Incidentes de seguridad,Incidentes de seguridad
TK-003947,Fallas de hardware,Fallas de hardware
TK-003948,Solicitudes rutinarias,Solicitudes rutinarias
TK-003949,Fallas de hardware,Fallas de hardware
TK-003950,Fallas de hardware,Fallas de hardware
TK-003951,Solicitudes rutinarias,Solicitudes rutinarias
TK-003952,Solicitudes rutinarias,Solicitudes rutinarias
TK-003953,Solicitudes rutinarias,Solicitudes rutinarias
TK-003954,Casos crónicos,Casos crónicos
TK-003955,Fallas de hardware,Fallas de hardware
TK-003956,Solicitudes rutinarias,Solicitudes rutinarias
TK-003957,Solicitudes rutinarias,Solicitudes rutinarias
